n_trades,win_rate,avg_trade_return,med_trade_return,std_trade_return,expectancy,avg_holding
8,0.75,0.02160580163660411,0.017874190353610153,0.03152692344980864,0.02160580163660411,13.125
6,0.6666666666666666,0.01902601044242001,0.02274778249062792,0.03702304219305489,0.01902601044242001,15.0
