n_trades,win_rate,avg_trade_return,med_trade_return,std_trade_return,expectancy,avg_holding
5,1.0,0.005218588550038161,0.0059950597805213945,0.0030527663715096856,0.005218588550038161,10.8
9,0.7777777777777778,0.002179653286536798,0.0038249539493711016,0.008292576285058143,0.002179653286536798,15.555555555555555
24,0.625,0.000611651468408155,0.0012338435662659908,0.004949552125038034,0.000611651468408155,6.583333333333333
20,0.75,0.00030850263016941046,0.0006448012464754793,0.0025647401185955594,0.00030850263016941046,6.25
