n_trades,win_rate,avg_trade_return,med_trade_return,std_trade_return,expectancy,avg_holding
7,0.5714285714285714,0.011610925657478122,0.033002177041735026,0.0359883774409117,0.011610925657478122,14.571428571428571
10,0.7,0.011090618553677,0.01181610395614352,0.03668327035329648,0.011090618553677,15.6
16,0.625,0.0015045188824122716,0.0011717402962504453,0.0033690791755554483,0.0015045188824122716,9.875
