pair,side,entry_time,exit_time,holding_period,entry_z,exit_z,entry_spread,exit_spread,trade_return
IDU & VPU,short,2021-07-14,2021-07-21,6,1.7067226952144379,0.20385450344260023,-0.0001899907095426201,-0.0005788386732312745,0.0003883700356817066
IDU & VPU,short,2021-07-27,2021-08-04,7,2.0157504695969486,-0.21977641897850464,0.0011793315428398898,-0.00010632319890202524,0.001285675374272266
IDU & VPU,short,2021-08-09,2021-08-27,15,1.6626726168544108,0.02780461731012624,0.0009513791918003278,0.0018093449172011944,-0.000861350739501554
IDU & VPU,long,2021-08-31,2021-09-02,3,-1.5829840038120804,0.058357440373891144,0.0008057434633457206,0.002080524161521602,0.0012736723802739824
IDU & VPU,long,2021-09-07,2021-09-09,3,-2.307781425479543,0.1799881840409462,0.00028551534130105694,0.002174239816501,0.0018874366579444413
IDU & VPU,long,2021-09-17,2021-10-05,13,-2.092625313968391,-0.1663937659723742,5.3037415150392064e-05,-0.0005969883758174532,-0.000696936135723969
IDU & VPU,short,2021-10-21,2021-10-27,5,1.9758088678911798,0.11993574148249976,0.007946203367090732,0.0045465048155195475,0.003402149824412337
IDU & VPU,short,2021-11-17,2021-11-19,3,2.1811047373962738,-0.1775531397493432,0.007991006106537135,0.0059264330506332286,0.002065623872407718
IDU & VPU,short,2021-11-29,2021-12-22,18,1.7266012743945165,-0.003446243645329711,0.007566515497700266,0.0021268594229066906,0.005386008107418627
IDU & VPU,long,2022-01-18,2022-02-09,17,-2.0875841488454654,-0.022395509614407828,-0.00124070115378494,-0.003434001946245324,-0.0022040423371488815
IDU & VPU,long,2022-02-14,2022-03-08,16,-1.719175004095671,-0.1177637339980657,-0.00619469064294087,-0.0062501771987957255,-6.927026868319697e-05
IDU & VPU,short,2022-03-15,2022-04-13,22,1.8162355151342835,0.08558813453058171,-0.0016553190181420874,0.000392440266645977,-0.00205572903872675
IDU & VPU,long,2022-04-22,2022-05-31,27,-1.8042095286772561,-0.23125671267293418,-0.0013271841964588305,-0.0025801707279944353,-0.0012889108444721353
IYC & XHB,long,2021-07-29,2021-09-03,27,-1.8448915118803095,-0.06194767552382453,0.006235820767201972,-0.013106200571582072,-0.019656696343077873
IYC & XHB,short,2021-09-07,2021-10-20,32,1.5333710297316088,-0.1807222128861772,-0.0015170148383196747,0.017534202804427856,-0.019448052239911418
IYC & XHB,short,2021-10-26,2021-12-23,42,1.6250694700813877,-0.045632524877823384,0.04212035604298503,-0.023403283345133197,0.06653438621472274
IYC & XHB,short,2022-01-07,2022-01-31,16,1.8583447100552426,0.2141205846207163,-0.005346952584067921,-0.023387171691941155,0.01747570527648601
IYC & XHB,short,2022-02-04,2022-02-25,15,2.230849014512012,0.246928391688555,0.005593819940993505,-0.00469191176158823,0.010060462147450933
IYC & XHB,long,2022-03-09,2022-03-18,8,-1.507871313132388,-0.18815249215522759,-0.032764814547341814,-0.012316189053685811,0.020427026394826298
IYC & XHB,short,2022-03-22,2022-04-21,22,1.6206554759154643,0.1675483448538801,0.02077361921062959,0.06879702819718503,-0.04816612783852814
IYC & XHB,long,2022-04-29,2022-06-02,24,-2.1895913212167786,-0.1762224447284369,0.008555237998431942,-0.04790937328976952,-0.05651340502497049
XLE & AMLP,short,2021-08-03,2021-09-10,28,1.5418728594918967,-0.17061788721857238,-0.08938519244554666,-0.0618844361519133,-0.03274063711535469
XLE & AMLP,short,2021-09-20,2021-09-23,4,1.9863591455246112,-0.0865576625977395,0.002939184870054845,-0.05318015820186428,0.05700730740673832
