pair,side,entry_time,exit_time,holding_period,entry_z,exit_z,entry_spread,exit_spread,trade_return
IDU & VPU,long,2023-09-26,2023-11-01,27,-4.382844001862742,0.35237727228727606,-0.02125055935039999,-0.005607177138181818,0.01564760083060901
IDU & VPU,short,2023-11-13,2023-11-17,5,3.07214034401572,0.1628585885851073,0.0034129942234111255,-0.0031780499642923843,0.006596855877247343
IDU & VPU,short,2023-12-19,2023-12-28,7,3.4735252856141963,0.4159654151303578,0.006406794456090381,-0.0007225889125539453,0.007137611181883274
IDU & VPU,short,2024-01-18,2024-03-07,35,2.747524827566748,0.35736107116331095,0.008348434041045572,0.016389921332931046,-0.008080388261885285
IDU & VPU,long,2024-05-02,2024-06-06,25,-2.6852542374973494,-0.3915132391800092,0.009150343725160326,0.007150248185999963,-0.0020197341918800626
XLU & VPU,long,2023-09-18,2023-09-28,9,-3.166828796633006,0.24117389751970425,-0.006656435271099603,-0.0006405749453959331,0.0059950597805213945
XLU & VPU,long,2023-12-18,2024-01-02,10,-4.555999824382906,-0.1751946545257038,-0.007251786511914382,0.0020711115404195013,0.00932496017556006
XLU & VPU,long,2024-03-18,2024-03-22,5,-4.055035929026097,-0.14387388809913762,-0.007745614989831395,-0.002334232446583151,0.00539387621679599
