pair,side,entry_time,exit_time,holding_period,entry_z,exit_z,entry_spread,exit_spread,trade_return
IDU & VPU,long,2023-09-26,2023-10-24,21,-4.382844001862742,0.7158871558664854,-0.02125055935039999,-0.005464030893735483,0.015807793486352306
IDU & VPU,short,2023-11-13,2023-11-17,5,3.07214034401572,0.1628585885851073,0.0034129942234111255,-0.0031780499642923843,0.006596855877247343
IDU & VPU,short,2023-12-19,2023-12-22,4,3.4735252856141963,0.6046765355006211,0.006406794456090381,-0.00031808304803249143,0.006730465527406304
IDU & VPU,short,2024-01-18,2024-02-12,18,2.747524827566748,0.7334256270825588,0.008348434041045572,0.010353401044648436,-0.0020243657727109232
IDU & VPU,long,2024-05-02,2024-05-23,16,-2.6852542374973494,-0.6991294081573395,0.009150343725160326,0.008141499534814578,-0.0010225128774964398
XLU & VPU,long,2024-03-18,2024-03-27,8,-3.526235349056409,-0.47791508246084435,-0.007745614989831395,-0.000751809637881351,0.006984089565950313
