pair,side,entry_time,exit_time,holding_period,entry_z,exit_z,entry_spread,exit_spread,trade_return
IDU & VPU,short,2021-07-15,2021-07-21,5,2.617525280380124,0.20385450344260023,0.0006333390369688274,-0.0005788386732312745,0.0012126982327214098
IDU & VPU,long,2021-09-24,2021-09-29,4,-3.405655237750346,0.2940511849762915,-0.004666324299912539,0.000956971610965418,0.005611633370654401
IDU & VPU,long,2021-12-13,2021-12-16,4,-3.066073073045229,0.34424498744929793,-0.0018469660925184428,0.0043733491299748906,0.00620693360930491
IDU & VPU,short,2022-04-27,2022-05-02,4,2.708366779066023,0.4794967359015962,0.005106214446181312,0.002058951497477146,0.0030492769852172863
IYC & XHB,long,2021-07-30,2021-08-23,17,-2.5685627791785097,-0.3639255271778248,-0.004677080132147182,-0.005109119008313456,-0.0007657848372348841
IYC & XHB,short,2021-09-08,2021-10-20,31,2.5471260420985895,-0.1807222128861772,0.0064914173820396215,0.017534202804427856,-0.01153197304404252
IYC & XHB,short,2022-03-24,2022-04-20,19,2.703472057342175,0.3023529649163828,0.055613622209735425,0.07259081705742254,-0.017842597926353565
XLE & AMLP,long,2021-10-14,2021-10-26,9,-2.6142574882638647,-0.004639444244306976,-0.13632807507260303,-0.0766942169186331,0.060087466606076
XLE & AMLP,long,2022-01-04,2022-01-21,13,-2.619403207197953,-0.4300219685507894,0.0247590192738798,0.042116965279574536,0.015778096031813016
XLE & AMLP,short,2022-03-14,2022-03-24,9,2.514711541205593,0.009589714595796996,0.1548683611239534,0.06870926561637081,0.08861484104797568
XLE & AMLP,short,2022-05-11,2022-05-25,11,2.711179327660608,0.4919021146847072,0.14010200292489028,0.10117663257460219,0.03540197049827376
XLY & IYC,long,2021-08-17,2021-08-30,10,-3.5542468867372463,0.17518536354240474,-0.04829182336535354,-0.032979046876730145,0.015354502112532309
XLY & IYC,short,2021-10-15,2021-11-15,22,2.907268412411128,0.4959555645624902,-0.015324893917759042,0.00528858319153791,-0.02066885755614456
XLY & IYC,long,2022-02-23,2022-03-10,12,-2.5489075293089916,-0.09794740441941198,-0.0031982639709058347,0.009188116932680401,0.012374327706263566
XLY & IYC,short,2022-03-22,2022-04-08,14,2.516073766743268,0.31176748244343405,0.026878371271305213,0.022979019813199386,0.0037506193477323535
XLY & IYC,long,2022-05-11,2022-05-27,13,-2.6175777309411954,-0.4326467434373876,-0.0015687478346277928,0.003235575848863803,0.004649252489204558
