pair,side,entry_time,exit_time,holding_period,entry_z,exit_z,entry_spread,exit_spread,trade_return
IYC & XHB,long,2022-09-23,2022-10-17,17,-2.5599434652608437,-0.26476315560184777,0.00992360549371174,-0.00788338575662273,-0.018801283773592692
XLF & IYF,long,2022-09-19,2022-09-23,5,-2.6146378864990973,-0.5859562375041499,-0.010863475078409568,-0.009882715620325389,0.0009797391673789235
XLF & IYF,short,2023-03-10,2023-03-15,4,2.6704027696873025,0.6672657308684949,0.007827983736586663,0.005097274134165275,0.002732512019045341
XLY & XHB,long,2022-09-23,2022-10-21,21,-2.6579914662763833,-0.5758976092961824,0.03291986303596861,0.006520786767694631,-0.02874815334426961
XLY & XHB,long,2022-12-16,2023-01-09,15,-2.5338185903914057,-0.6999997465989816,-0.0846985565140983,-0.101172007559307,-0.01740212134065744
